Post;Up;Down;Total
90119;1;0;1
90123;1;0;1
90126;1;0;1
90132;4;0;4
90133;0;1;-1
90136;1;0;1
90137;1;0;1
90138;1;0;1
90139;2;0;2
90140;1;0;1
90141;0;1;-1
90144;1;0;1
90145;1;0;1
90146;0;1;-1
90149;0;2;-2
90150;2;0;2
90151;2;0;2
90152;0;1;-1
90153;0;1;-1
90154;0;1;-1
90157;1;0;1
90164;0;1;-1
90165;0;1;-1
90166;0;1;-1
90168;0;2;-2
90169;1;0;1
90170;0;1;-1
90173;2;0;2
90176;0;1;-1
90181;1;0;1
90183;0;2;-2
90185;1;0;1
90186;2;0;2
90187;1;0;1
90188;3;0;3
90191;1;0;1
90194;3;0;3
90195;0;2;-2
90198;1;0;1
90199;2;0;2
90202;5;0;5
90207;0;1;-1
90209;2;0;2
90211;5;0;5
90213;1;0;1
90214;1;0;1
90217;7;0;7
90220;2;0;2
90223;2;0;2
90224;0;1;-1
90227;2;0;2
90229;0;1;-1
90232;1;0;1
90233;1;0;1
90236;0;1;-1
90237;1;0;1
90240;0;1;-1
90242;4;0;4
90244;1;1;0
90245;0;1;-1
90246;1;0;1
90250;2;0;2
90251;3;0;3
90253;1;0;1
90254;1;0;1
90255;0;2;-2
90256;1;0;1
90257;3;0;3
90258;0;2;-2
90262;1;0;1
90263;1;0;1
90264;2;0;2
90265;1;0;1
90266;0;10;-10
90267;1;0;1
90269;0;1;-1
90270;1;0;1
90272;1;0;1
90273;1;0;1
90275;1;0;1
90276;1;0;1
90277;1;0;1
90278;1;0;1
90285;1;0;1
90287;0;1;-1
90290;1;0;1
90294;1;0;1
90297;3;0;3
90298;0;1;-1
90299;0;2;-2
90302;0;1;-1
90303;0;1;-1
90304;0;1;-1
90306;0;1;-1
90307;0;1;-1
90310;1;0;1
90311;2;0;2
90313;9;0;9
90316;2;0;2
90317;2;0;2
90320;0;2;-2
90321;2;1;1
90322;3;0;3
90329;1;0;1
90332;0;1;-1
90334;1;0;1
90336;2;1;1
90339;1;0;1
90340;1;2;-1
90342;1;0;1
90344;3;0;3
90345;2;0;2
90347;1;0;1
90348;3;0;3
90349;1;0;1
90350;0;1;-1
90351;2;0;2
90353;0;1;-1
90355;0;1;-1
90356;0;1;-1
90357;1;0;1
90358;1;2;-1
90359;1;0;1
90364;0;1;-1
90367;0;1;-1
90368;0;1;-1
90369;0;3;-3
90373;1;0;1
90375;0;1;-1
90376;1;0;1
90377;0;1;-1
90378;5;0;5
90379;4;0;4
90383;1;0;1
90384;0;1;-1
90385;1;0;1
90386;2;0;2
90387;1;0;1
90388;1;0;1
90390;3;0;3
90391;0;1;-1
90392;2;1;1
90393;2;0;2
90395;3;0;3
90396;2;0;2
90397;3;0;3
90399;4;0;4
90400;0;1;-1
90406;2;0;2
90407;1;0;1
90409;0;1;-1
90410;3;0;3
90411;2;0;2
90412;2;1;1
90413;1;0;1
90416;0;1;-1
90417;1;0;1
90419;0;1;-1
90420;1;0;1
90422;1;0;1
90423;0;3;-3
90425;4;0;4
90426;1;0;1
90427;1;0;1
90428;1;0;1
90429;1;0;1
90433;0;1;-1
90434;1;2;-1
90438;2;0;2
90443;14;0;14
90444;0;1;-1
90448;0;1;-1
90450;0;1;-1
90451;0;2;-2
90452;0;1;-1
90454;0;8;-8
90455;0;3;-3
90459;0;1;-1
90460;1;0;1
90466;1;0;1
90468;2;0;2
90470;0;1;-1
90471;0;1;-1
90474;1;0;1
90478;0;2;-2
90480;0;1;-1
90481;1;0;1
90484;0;1;-1
90488;1;0;1
90489;0;1;-1
90491;0;2;-2
90494;0;1;-1
90498;0;1;-1
90499;0;1;-1
90500;3;0;3
90502;0;1;-1
90504;16;0;16
90505;15;0;15
90507;1;0;1
90508;2;0;2
90510;1;0;1
90511;0;1;-1
90512;1;0;1
90516;1;0;1
90517;2;0;2
90519;1;0;1
90520;1;0;1
90521;0;1;-1
90522;2;2;0
90523;1;0;1
90524;1;0;1
90525;0;1;-1
90527;0;1;-1
90528;4;0;4
90529;2;0;2
90530;0;1;-1
90532;1;0;1
90537;1;0;1
90538;1;0;1
90542;3;0;3
90543;1;0;1
90544;4;0;4
90545;5;0;5
90548;2;0;2
90549;0;1;-1
90550;4;0;4
90551;0;1;-1
90552;1;0;1
90553;0;1;-1
90554;1;0;1
90555;3;0;3
90556;1;0;1
90557;2;0;2
90563;0;1;-1
90564;1;0;1
90565;1;0;1
90566;1;0;1
90569;1;0;1
90571;2;0;2
90572;1;0;1
90573;7;0;7
90574;1;0;1
90575;2;0;2
90580;2;0;2
90581;0;1;-1
90583;1;0;1
90584;0;1;-1
90587;1;0;1
90589;1;0;1
90590;2;0;2
90591;1;1;0
90592;1;1;0
90593;1;0;1
90594;0;1;-1
90595;1;0;1
90597;0;1;-1
90601;0;1;-1
90602;0;1;-1
90606;1;1;0
90609;1;0;1
90611;0;1;-1
90613;0;2;-2
90617;3;0;3
90618;3;0;3
90620;3;0;3
90621;2;0;2
90622;0;1;-1
90623;0;2;-2
90627;0;1;-1
90630;1;0;1
90631;2;0;2
90632;1;0;1
90634;0;1;-1
90636;0;1;-1
90639;1;0;1
90640;6;1;5
90641;1;0;1
90643;1;0;1
90644;0;1;-1
90645;0;1;-1
90647;0;1;-1
90649;2;0;2
90651;1;0;1
90652;1;0;1
90653;1;0;1
90659;1;0;1
90664;1;0;1
90665;6;0;6
90666;1;0;1
90669;2;0;2
90670;1;0;1
90671;1;1;0
90672;0;1;-1
90675;1;0;1
90676;1;0;1
90677;5;0;5
90683;0;1;-1
90684;1;0;1
90685;1;2;-1
90686;1;1;0
90687;1;0;1
90688;2;0;2
90690;1;0;1
90691;1;1;0
90692;0;1;-1
90693;2;0;2
90694;2;0;2
90698;2;0;2
90699;1;0;1
90700;0;1;-1
90702;0;1;-1
90704;3;0;3
90705;1;0;1
90707;2;0;2
90708;0;4;-4
90712;0;5;-5
90713;1;0;1
90714;1;0;1
90717;1;0;1
90718;0;1;-1
90724;0;4;-4
90726;3;0;3
90729;1;1;0
90730;2;0;2
90736;0;1;-1
90737;1;0;1
90738;0;1;-1
90739;0;1;-1
90740;1;0;1
90742;3;0;3
90743;1;0;1
90744;1;0;1
90745;1;0;1
90748;1;0;1
90749;0;1;-1
90752;0;1;-1
90753;0;1;-1
90758;3;0;3
90760;0;2;-2
90764;1;3;-2
90768;1;0;1
90770;0;1;-1
90772;0;3;-3
90774;0;1;-1
90775;1;2;-1
90777;0;1;-1
90778;1;0;1
90779;0;1;-1
90780;1;2;-1
90781;8;0;8
90782;2;0;2
90784;1;0;1
90785;0;1;-1
90788;0;1;-1
90790;1;0;1
90792;2;0;2
90795;3;0;3
90799;1;1;0
90801;1;0;1
90802;2;0;2
90803;0;1;-1
90804;0;1;-1
90806;0;1;-1
90807;1;0;1
90816;2;0;2
90817;0;1;-1
90818;1;4;-3
90824;1;0;1
90826;1;0;1
90829;1;0;1
90833;0;1;-1
90834;1;0;1
90835;7;0;7
90836;1;0;1
90838;1;0;1
90839;0;3;-3
90843;1;1;0
90846;1;0;1
90847;0;1;-1
90850;0;2;-2
90851;2;0;2
90854;0;1;-1
90855;0;1;-1
90856;1;0;1
90858;1;0;1
90859;3;0;3
90861;2;0;2
90864;0;1;-1
90865;0;1;-1
90867;0;1;-1
90868;1;0;1
90870;0;1;-1
90872;1;0;1
90876;0;1;-1
90877;3;0;3
90880;0;1;-1
90881;1;2;-1
90883;1;2;-1
90885;1;0;1
90892;0;4;-4
90894;0;1;-1
90895;2;0;2
90896;0;1;-1
90897;0;1;-1
90898;0;3;-3
90899;1;0;1
90903;1;0;1
90904;1;0;1
90905;0;1;-1
90906;1;1;0
90909;0;1;-1
90914;4;0;4
90918;1;0;1
90922;0;2;-2
90924;3;0;3
90925;1;3;-2
90928;0;1;-1
90929;2;0;2
90931;0;1;-1
90932;0;1;-1
90934;3;0;3
90935;0;1;-1
90936;1;0;1
90937;1;0;1
90939;2;1;1
90941;0;1;-1
90942;2;0;2
90943;1;0;1
90944;0;1;-1
90945;0;1;-1
90946;1;0;1
90948;0;2;-2
90954;0;1;-1
90957;0;1;-1
90958;2;0;2
90959;1;0;1
90960;0;1;-1
90965;0;1;-1
90969;0;3;-3
90970;1;0;1
90971;5;0;5
90972;0;1;-1
90973;1;1;0
90976;2;0;2
90980;0;1;-1
90981;1;0;1
90984;1;0;1
90985;0;1;-1
90986;1;0;1
90987;2;0;2
90989;2;1;1
90993;9;0;9
90997;7;0;7
90998;1;0;1
91000;0;1;-1
91001;1;0;1
91004;1;0;1
91005;1;0;1
91009;1;0;1
91010;0;1;-1
91013;1;0;1
91015;1;0;1
91016;3;0;3
91017;1;0;1
91018;0;1;-1
91023;5;0;5
91024;8;0;8
91026;1;0;1
91027;2;0;2
91030;0;1;-1
91031;3;0;3
91033;0;2;-2
91034;2;0;2
91035;1;1;0
91037;1;0;1
91040;0;1;-1
91041;1;0;1
91044;2;0;2
91045;0;4;-4
91046;1;0;1
91047;2;0;2
91048;3;0;3
91049;1;0;1
91050;3;2;1
91051;1;0;1
91052;5;0;5
91054;2;0;2
91057;2;0;2
91059;0;1;-1
91063;0;1;-1
91064;1;0;1
91069;0;3;-3
91070;1;0;1
91072;0;6;-6
91073;1;0;1
91075;1;0;1
91080;2;0;2
91081;0;1;-1
91083;1;2;-1
91084;1;0;1
91085;1;0;1
91086;1;0;1
91087;1;0;1
91088;1;0;1
91090;1;0;1
91093;1;0;1
91095;1;1;0
91096;1;0;1
91098;1;0;1
91099;1;0;1
91100;1;0;1
91101;1;0;1
91102;1;0;1
91104;2;0;2
91106;2;0;2
91107;1;0;1
91116;0;1;-1
91120;0;1;-1
91122;1;0;1
91123;1;0;1
91124;2;0;2
91125;0;1;-1
91126;1;1;0
91128;2;0;2
91129;0;1;-1
91131;2;0;2
91132;1;0;1
91134;1;0;1
91135;1;0;1
91136;0;1;-1
91137;1;0;1
91138;1;2;-1
91142;1;0;1
91145;1;0;1
91148;4;0;4
91149;2;0;2
91150;1;0;1
91152;8;0;8
91153;1;0;1
91154;2;0;2
91155;1;0;1
91156;2;0;2
91157;0;1;-1
91160;1;0;1
91161;1;0;1
91165;1;3;-2
91166;9;0;9
91167;4;1;3
91168;0;2;-2
91169;2;1;1
91170;7;0;7
91173;0;1;-1
91174;4;0;4
91177;6;0;6
91178;1;1;0
91179;1;0;1
91180;3;0;3
91181;0;1;-1
91182;2;0;2
91183;2;0;2
91184;4;0;4
91185;1;0;1
91186;6;0;6
91187;1;0;1
91189;0;1;-1
91190;0;1;-1
91191;0;1;-1
91192;3;0;3
91194;1;2;-1
91195;13;0;13
91197;2;0;2
91198;1;0;1
91199;1;0;1
91200;6;0;6
91203;0;2;-2
91205;1;0;1
91206;3;0;3
91208;0;2;-2
91213;1;0;1
91214;0;2;-2
91216;0;1;-1
91217;0;1;-1
91218;0;1;-1
91220;1;0;1
91221;2;0;2
91222;1;2;-1
91223;1;0;1
91227;2;0;2
91228;0;1;-1
91231;1;2;-1
91232;1;0;1
91234;3;0;3
91235;2;0;2
91240;0;1;-1
91243;0;1;-1
91244;0;1;-1
91252;0;1;-1
91253;1;0;1
91254;3;0;3
91255;0;1;-1
91256;1;0;1
91260;2;0;2
91262;2;1;1
91265;1;0;1
91267;0;1;-1
91272;0;1;-1
91273;0;1;-1
91274;0;1;-1
91275;1;0;1
91276;2;0;2
91278;0;1;-1
91279;2;0;2
91280;0;1;-1
91283;2;0;2
91286;1;0;1
91287;0;1;-1
91288;1;0;1
91292;0;2;-2
91297;0;1;-1
91299;5;0;5
91300;1;0;1
91305;0;1;-1
91310;1;0;1
91318;0;1;-1
91319;1;0;1
91320;6;0;6
91322;1;0;1
91324;1;0;1
91326;6;0;6
91328;0;1;-1
91330;1;0;1
91331;1;0;1
91334;1;0;1
91336;0;1;-1
91338;0;1;-1
91340;0;1;-1
91344;1;0;1
91346;0;2;-2
91347;0;2;-2
91350;0;1;-1
91351;0;1;-1
91352;0;1;-1
91354;1;0;1
91355;1;0;1
91356;1;0;1
91358;2;0;2
91360;0;1;-1
91361;1;2;-1
91368;0;1;-1
91369;1;0;1
91371;0;1;-1
91372;2;0;2
91377;3;0;3
91378;0;1;-1
91379;2;0;2
91385;3;0;3
91386;0;1;-1
91387;5;0;5
91388;1;3;-2
91391;1;0;1
91392;0;1;-1
91393;0;2;-2
91395;0;1;-1
91396;0;1;-1
91398;1;0;1
91399;3;0;3
91401;1;0;1
91402;1;0;1
91403;2;1;1
91406;2;0;2
91407;1;0;1
91409;0;6;-6
91410;1;0;1
91412;1;0;1
91413;0;2;-2
91414;3;0;3
91415;1;0;1
91416;5;0;5
91417;1;0;1
91419;1;0;1
91420;1;0;1
91422;0;1;-1
91423;0;2;-2
91426;1;0;1
91427;0;1;-1
91428;0;1;-1
91429;1;0;1
91431;0;1;-1
91433;1;0;1
91434;0;1;-1
91437;0;1;-1
91441;1;0;1
91442;1;0;1
91443;1;0;1
91445;1;0;1
91449;1;0;1
91450;1;0;1
91453;0;1;-1
91454;0;1;-1
91455;2;0;2
91456;0;1;-1
91457;1;0;1
91458;0;1;-1
91460;0;1;-1
91462;0;1;-1
91465;0;1;-1
91466;1;0;1
91467;1;0;1
91469;1;1;0
91470;0;6;-6
91471;0;1;-1
91473;1;0;1
91474;0;1;-1
91475;0;1;-1
91477;0;1;-1
91480;5;0;5
91482;0;1;-1
91484;0;1;-1
91486;1;0;1
91489;0;1;-1
91491;1;0;1
91494;3;0;3
91496;2;0;2
91499;0;1;-1
91504;2;0;2
91505;0;1;-1
91507;2;0;2
91509;1;0;1
91511;3;0;3
91513;0;1;-1
91515;0;4;-4
91516;1;0;1
91517;0;1;-1
91519;1;0;1
91521;0;1;-1
91524;1;0;1
91525;1;0;1
91526;4;0;4
91527;4;0;4
91530;1;0;1
91532;0;1;-1
91535;1;0;1
91536;5;0;5
91537;1;0;1
91539;0;1;-1
91544;7;0;7
91545;1;0;1
91546;3;0;3
91551;1;0;1
91555;1;0;1
91556;0;1;-1
91557;5;0;5
91558;2;0;2
91561;0;2;-2
91562;0;4;-4
91564;3;0;3
91567;0;1;-1
91570;0;1;-1
91572;1;0;1
91575;0;1;-1
91576;1;0;1
91577;0;1;-1
91578;1;0;1
91580;2;0;2
91581;2;0;2
91583;1;0;1
91587;2;0;2
91592;1;0;1
91593;1;0;1
91594;1;2;-1
91597;2;0;2
91598;7;0;7
91600;2;0;2
91603;1;0;1
91604;1;0;1
91606;1;0;1
91607;1;0;1
91608;1;1;0
91613;2;0;2
91617;0;3;-3
91620;2;0;2
91621;3;0;3
91622;0;3;-3
91624;1;0;1
91625;0;1;-1
91626;2;0;2
91628;1;1;0
91629;1;0;1
91632;4;0;4
91633;0;1;-1
91634;0;1;-1
91637;0;1;-1
91639;0;1;-1
91641;0;1;-1
91642;0;1;-1
91643;1;0;1
91644;6;0;6
91645;0;1;-1
91646;1;0;1
91647;2;0;2
91648;1;0;1
91650;0;1;-1
91651;0;1;-1
91653;0;1;-1
91656;0;1;-1
91657;1;0;1
91659;0;4;-4
91661;0;1;-1
91662;2;0;2
91664;0;2;-2
91666;5;0;5
91668;4;0;4
91669;3;0;3
91670;0;1;-1
91671;2;0;2
91672;1;0;1
91675;0;1;-1
91676;0;3;-3
91679;3;0;3
91680;1;0;1
91682;0;3;-3
91685;0;5;-5
91687;0;3;-3
91689;0;4;-4
91690;3;0;3
91691;4;0;4
91692;2;0;2
91693;2;0;2
91695;1;1;0
91696;6;1;5
91699;1;0;1
91700;2;0;2
91706;0;4;-4
91707;3;0;3
91708;0;5;-5
91709;2;0;2
91710;0;3;-3
91713;0;1;-1
91715;0;1;-1
91717;2;0;2
91718;0;1;-1
91721;0;1;-1
91725;2;0;2
91727;0;2;-2
91728;2;0;2
91729;2;0;2
91731;2;0;2
91732;1;0;1
91734;0;1;-1
91736;1;1;0
91738;2;1;1
91740;1;0;1
91742;5;0;5
91743;1;0;1
91748;1;0;1
91752;1;0;1
91757;2;0;2
91763;1;0;1
91764;2;0;2
91765;2;0;2
91766;2;0;2
91769;1;0;1
91774;0;1;-1
91775;1;0;1
91776;3;0;3
91779;2;0;2
91781;1;1;0
91785;1;1;0
91787;2;4;-2
91789;1;4;-3
91790;0;1;-1
91791;2;3;-1
91794;1;0;1
91795;0;1;-1
91796;2;0;2
91797;1;0;1
91798;1;2;-1
91799;1;0;1
91801;2;0;2
91803;0;1;-1
91807;2;0;2
91808;0;1;-1
91809;0;1;-1
91810;2;0;2
91811;3;0;3
91813;0;1;-1
91815;1;2;-1
91816;2;0;2
91818;1;0;1
91821;3;0;3
91822;1;0;1
91824;0;1;-1
91825;0;1;-1
91829;3;0;3
91830;0;1;-1
91834;2;0;2
91836;1;0;1
91839;0;2;-2
91841;1;0;1
91843;1;0;1
91844;0;1;-1
91849;1;0;1
91851;0;1;-1
91854;2;0;2
91855;1;0;1
91856;0;1;-1
91857;3;0;3
91858;0;1;-1
91859;0;1;-1
91861;1;0;1
91862;2;0;2
91864;1;0;1
91865;0;1;-1
91866;2;0;2
91867;0;1;-1
91869;0;1;-1
91870;1;1;0
91871;1;1;0
91873;1;0;1
91874;3;0;3
91875;5;0;5
91876;1;1;0
91878;0;1;-1
91880;1;0;1
91881;1;0;1
91882;2;0;2
91883;1;2;-1
91886;3;0;3
91891;1;0;1
91892;0;7;-7
91893;1;0;1
91894;1;0;1
91895;1;2;-1
91896;0;2;-2
91900;7;0;7
91901;0;1;-1
91903;0;1;-1
91904;0;2;-2
91905;0;1;-1
91906;0;1;-1
91910;0;1;-1
91912;2;0;2
91914;1;0;1
91915;0;1;-1
91921;1;1;0
91922;2;0;2
91929;0;2;-2
91932;1;0;1
91933;4;0;4
91935;4;0;4
91937;0;1;-1
91938;0;1;-1
91940;0;1;-1
91941;1;0;1
91945;0;4;-4
91947;0;1;-1
91949;2;0;2
91950;0;1;-1
91951;4;0;4
91952;1;1;0
91957;2;0;2
91959;1;0;1
91960;1;0;1
91963;1;0;1
91964;3;0;3
91967;0;2;-2
91971;2;0;2
91972;0;1;-1
91974;0;1;-1
91975;1;0;1
91976;1;3;-2
91977;1;0;1
91982;1;0;1
91983;0;1;-1
91987;0;1;-1
91989;0;1;-1
91990;0;1;-1
91991;2;0;2
91995;0;2;-2
91996;1;0;1
91997;0;1;-1
91998;1;0;1
91999;0;3;-3
92000;0;1;-1
92002;1;2;-1
92004;2;0;2
92005;0;1;-1
92006;2;0;2
92007;1;1;0
92008;2;0;2
92009;2;0;2
92010;2;0;2
92011;0;2;-2
92012;1;0;1
92016;1;0;1
92017;1;1;0
92019;0;1;-1
92020;5;2;3
92022;1;0;1
92025;2;0;2
92026;1;0;1
92029;2;0;2
92030;8;0;8
92032;1;2;-1
92033;4;0;4
92035;0;2;-2
92036;0;1;-1
92039;1;1;0
92040;3;0;3
92041;1;0;1
92042;1;1;0
92043;1;0;1
92044;1;0;1
92045;3;0;3
92046;1;0;1
92048;1;0;1
92050;0;1;-1
92051;1;1;0
92052;2;1;1
92053;2;0;2
92054;1;0;1
92056;0;2;-2
92057;1;0;1
92059;2;0;2
92060;1;0;1
92062;1;0;1
92063;1;2;-1
92066;1;0;1
92067;0;1;-1
92069;1;0;1
92070;2;0;2
92071;3;0;3
92072;1;1;0
92073;0;1;-1
92074;0;1;-1
92076;2;0;2
92077;0;1;-1
92081;1;0;1
92082;0;1;-1
92083;4;0;4
92091;1;0;1
92092;1;0;1
92095;2;0;2
92096;11;0;11
92097;1;0;1
92098;1;0;1
92100;2;0;2
92101;0;1;-1
92103;4;0;4
92104;7;0;7
92105;0;1;-1
92109;0;2;-2
92116;1;0;1
92117;1;0;1
92119;1;0;1
92120;3;0;3
92121;4;0;4
92122;1;0;1
92123;1;0;1
92124;1;4;-3
92125;4;0;4
92126;2;0;2
92127;2;0;2
92129;2;0;2
92130;0;1;-1
92131;2;0;2
92132;2;0;2
92133;4;0;4
92134;1;1;0
92135;3;0;3
92137;2;0;2
92138;0;1;-1
92140;3;0;3
92141;2;0;2
92142;2;0;2
92143;1;0;1
92145;1;0;1
92146;1;2;-1
92151;0;1;-1
92153;0;1;-1
92154;3;0;3
92155;6;0;6
92159;2;0;2
92162;5;0;5
92163;3;0;3
92168;2;0;2
92169;2;0;2
92172;0;1;-1
92173;1;0;1
92174;2;0;2
92176;10;0;10
92178;4;1;3
92179;1;0;1
92183;1;0;1
92184;1;0;1
92186;3;0;3
92187;2;0;2
92190;0;1;-1
92193;2;0;2
92195;5;0;5
92200;1;0;1
92204;0;1;-1
92205;1;0;1
92207;1;0;1
92209;2;0;2
92212;4;0;4
92213;1;0;1
92214;0;1;-1
92215;4;0;4
92216;0;2;-2
92217;1;0;1
92218;8;0;8
92222;2;0;2
92223;1;0;1
92225;0;1;-1
92226;1;0;1
92227;0;1;-1
92228;0;3;-3
92229;3;0;3
92230;0;1;-1
92231;1;0;1
92232;2;0;2
92234;1;0;1
92235;0;2;-2
92240;1;0;1
92242;0;1;-1
92244;0;1;-1
92247;0;2;-2
92248;1;0;1
92250;4;0;4
92251;1;0;1
92253;6;0;6
92255;1;0;1
92259;0;1;-1
92260;2;0;2
92261;0;1;-1
92262;2;0;2
92263;0;1;-1
92269;1;0;1
92271;0;1;-1
92272;1;0;1
92273;1;0;1
92275;1;0;1
92276;1;1;0
92279;1;0;1
92280;2;0;2
92281;0;1;-1
92282;1;0;1
92283;1;0;1
92289;2;0;2
92290;2;0;2
92291;1;0;1
92292;1;1;0
92293;1;2;-1
92294;2;0;2
92295;0;1;-1
92300;1;0;1
92301;2;0;2
92304;2;0;2
92307;1;1;0
92308;1;0;1
92309;1;0;1
92310;1;0;1
92311;1;0;1
92314;0;1;-1
92315;0;1;-1
92316;1;0;1
92318;1;0;1
92320;0;1;-1
92326;1;0;1
92327;1;0;1
92329;0;1;-1
92330;1;0;1
92332;1;0;1
92334;0;1;-1
92335;0;4;-4
92336;0;1;-1
92339;0;1;-1
92342;0;1;-1
92345;0;2;-2
92346;1;0;1
92348;3;0;3
92349;0;1;-1
92352;1;0;1
92354;1;0;1
92355;1;0;1
92362;0;1;-1
92366;1;0;1
92367;0;1;-1
92371;1;1;0
92372;1;0;1
92373;0;1;-1
92374;0;1;-1
92375;0;1;-1
92376;0;1;-1
92380;1;0;1
92382;0;1;-1
92383;5;0;5
92387;0;1;-1
92389;0;3;-3
92390;1;0;1
92391;0;2;-2
92393;0;1;-1
92394;8;0;8
92395;1;0;1
92396;4;0;4
92398;2;0;2
92399;2;0;2
92400;0;1;-1
92401;3;0;3
92402;3;0;3
92405;1;2;-1
92410;0;1;-1
92411;1;0;1
92413;0;1;-1
92414;3;0;3
92415;5;0;5
92416;1;0;1
92417;1;0;1
92419;1;0;1
92423;0;1;-1
92424;1;0;1
92427;0;1;-1
92428;1;0;1
92429;2;0;2
92430;7;0;7
92431;6;0;6
92432;2;0;2
92433;1;0;1
92434;1;0;1
92436;5;0;5
92438;0;1;-1
92439;1;1;0
92442;1;1;0
92443;0;1;-1
92444;5;0;5
92446;0;4;-4
92447;1;0;1
92448;1;1;0
92449;0;1;-1
92450;0;1;-1
92452;0;1;-1
92453;2;0;2
92454;5;2;3
92455;1;0;1
92456;1;0;1
92458;1;0;1
92460;1;0;1
92461;2;0;2
92464;0;2;-2
92465;2;0;2
92466;2;0;2
92467;1;0;1
92471;2;0;2
92474;2;0;2
92478;1;0;1
92481;1;2;-1
92483;0;1;-1
92484;1;0;1
92485;1;0;1
92486;1;0;1
92487;1;0;1
92490;0;1;-1
92491;0;1;-1
92493;0;1;-1
92497;2;0;2
92499;1;3;-2
92501;1;0;1
92503;0;1;-1
92505;1;0;1
92511;1;0;1
92516;0;1;-1
92517;1;0;1
92518;1;0;1
92519;1;0;1
92521;0;1;-1
92524;1;0;1
92527;0;1;-1
92529;2;0;2
92532;1;0;1
92533;0;1;-1
92535;1;1;0
92536;1;0;1
92537;0;1;-1
92538;0;1;-1
92539;1;0;1
92540;1;7;-6
92541;1;0;1
92543;3;1;2
92547;4;0;4
92552;3;0;3
92553;1;0;1
92556;1;0;1
92557;0;1;-1
92558;0;1;-1
92564;0;2;-2
92568;0;1;-1
92570;1;2;-1
93566;1;0;1
93569;0;1;-1
93570;8;0;8
93572;1;0;1
93574;0;1;-1
93575;0;1;-1
93576;0;1;-1
93577;1;0;1
93579;0;1;-1
93582;1;1;0
93587;1;0;1
93589;1;2;-1
93590;2;0;2
93591;0;2;-2
93596;2;0;2
93597;1;0;1
93598;2;0;2
93600;1;1;0
93602;1;0;1
93603;1;0;1
93606;2;0;2
93607;0;1;-1
93608;1;0;1
93609;3;0;3
93615;0;1;-1
93616;1;0;1
93621;1;0;1
93622;1;2;-1
93628;1;3;-2
93633;1;1;0
93634;1;0;1
93635;2;0;2
93636;2;0;2
93637;4;0;4
93640;1;0;1
93642;1;0;1
93645;2;0;2
93647;2;0;2
93649;1;0;1
93650;1;0;1
93656;1;0;1
93657;2;0;2
93661;4;0;4
93662;0;1;-1
93665;1;0;1
93668;1;1;0
93669;2;0;2
93671;1;0;1
93673;1;0;1
93674;6;0;6
93679;2;0;2
93680;0;1;-1
93681;0;1;-1
93683;0;1;-1
93685;0;1;-1
93687;0;1;-1
93688;1;0;1
93690;1;0;1
93693;2;0;2
93694;0;1;-1
93695;0;1;-1
93703;0;2;-2
93705;2;0;2
93708;0;1;-1
93712;0;1;-1
93715;2;0;2
93716;1;0;1
93719;2;0;2
93723;0;1;-1
93726;3;0;3
93729;0;2;-2
93732;2;0;2
93734;3;0;3
93736;0;2;-2
93741;0;1;-1
93742;0;1;-1
93743;0;1;-1
93744;0;1;-1
93745;5;0;5
93746;2;0;2
93750;2;0;2
93754;0;1;-1
93755;0;4;-4
93756;1;0;1
93757;0;1;-1
93759;5;0;5
93760;1;0;1
93762;0;1;-1
93763;0;1;-1
93766;1;0;1
93767;0;1;-1
93769;1;0;1
93770;0;4;-4
93771;0;1;-1
93776;1;1;0
93784;2;0;2
93787;4;0;4
93790;1;0;1
93799;2;0;2
93800;2;0;2
93802;1;0;1
93803;1;0;1
93804;2;0;2
93808;0;1;-1
93811;1;0;1
93812;0;1;-1
93815;0;1;-1
93818;2;0;2
93819;1;0;1
93820;1;0;1
93822;0;1;-1
93823;1;0;1
93824;0;1;-1
93825;1;0;1
93829;0;2;-2
93831;0;1;-1
93833;0;4;-4
93834;0;2;-2
93836;1;0;1
93843;2;0;2
93845;0;1;-1
93849;0;1;-1
93851;3;0;3
93852;2;0;2
93853;1;0;1
93855;1;0;1
93858;1;0;1
93860;1;0;1
93861;1;0;1
93862;1;0;1
93863;0;1;-1
93868;2;0;2
93869;5;0;5
93870;3;0;3
93871;0;1;-1
93872;1;0;1
93873;2;0;2
93877;4;0;4
93879;1;0;1
93881;2;0;2
93882;3;0;3
93884;0;1;-1
93885;1;1;0
93886;1;1;0
93889;3;0;3
93890;1;0;1
93891;2;0;2
93893;2;0;2
93894;1;0;1
93896;0;1;-1
93898;1;0;1
93900;1;0;1
93902;2;0;2
93903;1;0;1
93904;2;0;2
93906;0;1;-1
93908;1;0;1
93909;3;0;3
93911;1;0;1
93915;1;0;1
93917;16;0;16
93921;1;0;1
93923;1;0;1
93926;0;2;-2
93927;2;0;2
93929;1;2;-1
93930;1;0;1
93936;2;3;-1
93937;2;0;2
93939;1;0;1
93941;1;3;-2
93943;1;0;1
93945;0;2;-2
93946;0;1;-1
93948;1;0;1
93951;1;0;1
93952;1;0;1
93954;1;0;1
93955;1;0;1
93956;1;0;1
93959;0;1;-1
93963;1;0;1
93964;3;0;3
93965;1;1;0
93966;1;0;1
93967;1;0;1
93971;1;0;1
93972;1;2;-1
93973;3;3;0
93975;1;0;1
93977;1;0;1
93978;1;0;1
93980;1;0;1
93981;3;0;3
93982;0;2;-2
93986;2;0;2
93987;2;0;2
